name, movie, percent of dialogue, percent of fanworks (literal), percent of fanworks (including sub tags), age, gender,  year, script ID, imdb ID, movie words, gross, AO3 works in closest fandom (literal), AO3 works in closest fandom (including fandom subtags), AO3 closest fandom,title similarity
oge,Killing Zoe,0.0231133389028,-1,-1,None,m,1993,8508,tt0110265,7182,0,0,0,,0
oliver,Killing Zoe,0.0987190197717,0.00661400837457,0.0179387133612,34,m,1993,8508,tt0110265,7182,0,139,377,Batman - All Media Types,0.0416666666667
ricardo,Killing Zoe,0.0501253132832,0.0882352941176,0.0882352941176,27,m,1993,8508,tt0110265,7182,0,3,3,Toy Soldiers (1991),0.0526315789474
zed,Killing Zoe,0.197438039543,0.00786026200873,0.0174672489083,32,m,1993,8508,tt0110265,7182,0,9,20,Tron - All Media Types,0.0454545454545
zoe,Killing Zoe,0.0985797827903,0.325224071703,0.325224071703,24,f,1993,8508,tt0110265,7182,0,254,254,Serenity (2005),0.0666666666667
bev kilmartin,Kiss of Death,0.0719183543295,-1,-1,32,f,1995,8510,tt0113552,6271,29,0,0,,0
calvin hart,Kiss of Death,0.0570881837028,-1,-1,47,m,1995,8510,tt0113552,6271,29,0,0,,0
frank zioli,Kiss of Death,0.11672779461,-1,-1,35,m,1995,8510,tt0113552,6271,29,0,0,,0
Jimmy Kilmartin,Kiss of Death,0.491787593685,-1,-1,39,m,1995,8510,tt0113552,6271,29,0,0,,0
kid selling inf,Kiss of Death,0.0173815978313,-1,-1,26,m,1995,8510,tt0113552,6271,29,0,0,,0
little junior b,Kiss of Death,0.0263115930474,-1,-1,31,m,1995,8510,tt0113552,6271,29,0,0,,0
omar,Kiss of Death,0.0309360548557,0.944444444444,0.944444444444,36,m,1995,8510,tt0113552,6271,29,17,17,My Beautiful Laundrette (1985),0.0666666666667
ronnie gannon,Kiss of Death,0.0972731621751,-1,-1,25,m,1995,8510,tt0113552,6271,29,0,0,,0
rosie kilmartin,Kiss of Death,0.090575665763,-1,-1,30,f,1995,8510,tt0113552,6271,29,0,0,,0
det. shirley vo,Diabolique,0.0782958199357,-1,-1,48,f,1996,8513,tt0116095,6220,33,-1,0,,0
guy baran,Diabolique,0.143408360129,-1,-1,44,m,1996,8513,tt0116095,6220,33,-1,0,,0
mia baran,Diabolique,0.237459807074,-1,-1,41,f,1996,8513,tt0116095,6220,33,-1,0,,0
nicole horner,Diabolique,0.429260450161,-1,-1,38,f,1996,8513,tt0116095,6220,33,-1,0,,0
pingel,Diabolique,0.0596463022508,-1,-1,None,m,1996,8513,tt0116095,6220,33,-1,0,,0
simon veatch,Diabolique,0.0519292604502,-1,-1,55,m,1996,8513,tt0116095,6220,33,-1,0,,0
charles morse,The Edge,0.400459968377,-1,-1,60,m,1997,8514,tt0119051,6957,52,0,0,,0
mickey morse,The Edge,0.0353600689953,-1,-1,33,f,1997,8514,tt0119051,6957,52,0,0,,0
robert green,The Edge,0.396866465431,-1,-1,39,m,1997,8514,tt0119051,6957,52,0,0,,0
stephen,The Edge,0.102055483685,0.00427254608869,0.00427254608869,34,m,1997,8514,tt0119051,6957,52,343,343,The Avengers (Marvel Movies),0.142857142857
styles,The Edge,0.0652580135116,-1,-1,70,m,1997,8514,tt0119051,6957,52,0,0,,0
bill harding,Twister,0.224195154331,0.411764705882,0.411764705882,41,m,1996,8515,tt0117998,6026,476,7,7,Twister (1996),0.5
dr. jo harding,Twister,0.430633919681,-1,-1,33,f,1996,8515,tt0117998,6026,476,0,0,,0
dr. jonas mille,Twister,0.100066379024,-1,-1,34,m,1996,8515,tt0117998,6026,476,0,0,,0
dr. melissa ree,Twister,0.152837703286,-1,-1,31,f,1996,8515,tt0117998,6026,476,0,0,,0
dusty,Twister,0.0497842681713,0.294117647059,0.294117647059,None,m,1996,8515,tt0117998,6026,476,5,5,Twister (1996),0.5
jim,Twister,0.0237305011616,0.181318681319,0.181318681319,None,m,1996,8515,tt0117998,6026,476,495,495,Batman (Movies - Nolan),0.0434782608696
margaret,Twister,0.0187520743445,-1,-1,None,m,1996,8515,tt0117998,6026,476,0,0,,0
agent lonnie ha,Ransom,0.156319785619,-1,-1,44,m,1996,8516,tt0117438,4478,267,0,0,,0
cub by,Ransom,0.029924073247,-1,-1,None,m,1996,8516,tt0117438,4478,267,0,0,,0
det. jimmy shak,Ransom,0.146047342564,-1,-1,41,m,1996,8516,tt0117438,4478,267,0,0,,0
halloran,Ransom,0.054935238946,-1,-1,None,m,1996,8516,tt0117438,4478,267,0,0,,0
kate mullen,Ransom,0.079499776686,-1,-1,42,f,1996,8516,tt0117438,4478,267,0,0,,0
maris conner,Ransom,0.0297007592675,-1,-1,29,f,1996,8516,tt0117438,4478,267,0,0,,0
tj,Ransom,0.0319338990621,-1,-1,None,m,1996,8516,tt0117438,4478,267,0,0,,0
tom mullen,Ransom,0.471639124609,-1,-1,40,m,1996,8516,tt0117438,4478,267,0,0,,0
baron frankenst,Frankenstein,0.102658594367,-1,-1,73,m,1931,8521,tt0021884,3799,298,0,0,,0
doctor waldman,Frankenstein,0.222163727297,-1,-1,49,m,1931,8521,tt0021884,3799,298,0,0,,0
elizabeth,Frankenstein,0.111871545143,0.304838122954,0.304838122954,21,f,1931,8521,tt0021884,3799,298,838,838,Pirates of the Caribbean (Movies),0.0606060606061
henry frankenst,Frankenstein,0.337457225586,-1,-1,31,m,1931,8521,tt0021884,3799,298,0,0,,0
victor moritz,Frankenstein,0.225848907607,-1,-1,36,m,1931,8521,tt0021884,3799,298,0,0,,0
allan,The Adventures of Tintin,0.0410229088972,-1,-1,33,m,2011,8524,tt0983193,5631,85,-1,0,,0
barnaby,The Adventures of Tintin,0.0218433670751,-1,-1,None,m,2011,8524,tt0983193,5631,85,-1,0,,0
captain haddock,The Adventures of Tintin,0.415379151128,-1,-1,47,m,2011,8524,tt0983193,5631,85,-1,0,,0
mr. crabtree,The Adventures of Tintin,0.0275261942817,-1,-1,61,m,2011,8524,tt0983193,5631,85,-1,0,,0
sakharine,The Adventures of Tintin,0.153258746226,-1,-1,43,m,2011,8524,tt0983193,5631,85,-1,0,,0
silk,The Adventures of Tintin,0.0317883146866,-1,-1,44,m,2011,8524,tt0983193,5631,85,-1,0,,0
thompson,The Adventures of Tintin,0.086130349849,-1,-1,33,m,2011,8524,tt0983193,5631,85,-1,0,,0
tintin,The Adventures of Tintin,0.184159119162,-1,-1,25,m,2011,8524,tt0983193,5631,85,-1,0,,0
tom,The Adventures of Tintin,0.0388918486947,-1,-1,40,m,2011,8524,tt0983193,5631,85,-1,0,,0
bree,Transcendence,0.0665233488594,0.00142247510669,0.00320056899004,31,f,2014,8525,tt2209764,8373,24,8,18,Twilight Series - All Media Types,0.030303030303
evelyn caster,Transcendence,0.296548429476,1.0,1.0,32,f,2014,8525,tt2209764,8373,24,1,1,Transcendence (2014),0.65
joseph tagger,Transcendence,0.102472232175,1.0,1.0,77,m,2014,8525,tt2209764,8373,24,1,1,Transcendence (2014),0.65
lance,Transcendence,0.0407261435567,0.0028898854011,0.0028898854011,None,m,2014,8525,tt2209764,8373,24,232,232,The Avengers (Marvel Movies),0.0714285714286
martin,Transcendence,0.0120625821092,-1,-1,44,m,2014,8525,tt2209764,8373,24,0,0,,0
max waters,Transcendence,0.253911381823,1.0,1.0,43,m,2014,8525,tt2209764,8373,24,1,1,Transcendence (2014),0.65
will caster,Transcendence,0.227755882002,1.0,1.0,51,m,2014,8525,tt2209764,8373,24,1,1,Transcendence (2014),0.65
abe petrovsky,Rounders,0.0304030576789,-1,-1,70,m,1998,8526,tt0128442,5756,42,-1,0,,0
jo,Rounders,0.0646282140375,-1,-1,26,f,1998,8526,tt0128442,5756,42,-1,0,,0
joey knish,Rounders,0.051424600417,-1,-1,41,m,1998,8526,tt0128442,5756,42,-1,0,,0
Mike McDermott,Rounders,0.627345378735,-1,-1,28,m,1998,8526,tt0128442,5756,42,-1,0,,0
petra,Rounders,0.017894371091,-1,-1,34,f,1998,8526,tt0128442,5756,42,-1,0,,0
teddy kgb,Rounders,0.0788742182071,-1,-1,45,m,1998,8526,tt0128442,5756,42,-1,0,,0
worm,Rounders,0.109451007644,-1,-1,29,m,1998,8526,tt0128442,5756,42,-1,0,,0
zagosh,Rounders,0.019979152189,-1,-1,52,m,1998,8526,tt0128442,5756,42,-1,0,,0
Captain Eszterh,The Hitcher,0.120157696263,-1,-1,None,m,2007,8530,tt0455960,5834,20,0,0,,0
gal,The Hitcher,0.0683921837504,-1,-1,None,f,2007,8530,tt0455960,5834,20,0,0,,0
jim halsey,The Hitcher,0.583647583133,1.0,1.0,29,m,2007,8530,tt0455960,5834,20,46,46,The Hitcher (1986),0.611111111111
john ryder,The Hitcher,0.163695577648,0.934782608696,0.934782608696,48,m,2007,8530,tt0455960,5834,20,43,43,The Hitcher (1986),0.611111111111
n.m. state troo,The Hitcher,0.0366815221118,-1,-1,None,m,2007,8530,tt0455960,5834,20,0,0,,0
waitress,The Hitcher,0.0274254370929,1.0,1.0,None,f,2007,8530,tt0455960,5834,20,2,2,Waitress (2007),0.133333333333
braithwaite,Enter the Dragon,0.116156694601,-1,-1,None,m,1973,8532,tt0070034,5131,None,-1,0,,0
han,Enter the Dragon,0.22938998246,-1,-1,69,m,1973,8532,tt0070034,5131,None,-1,0,,0
lee,Enter the Dragon,0.307152601832,-1,-1,33,m,1973,8532,tt0070034,5131,None,-1,0,,0
old man,Enter the Dragon,0.0280647047359,-1,-1,None,m,1973,8532,tt0070034,5131,None,-1,0,,0
roper,Enter the Dragon,0.216916780355,-1,-1,38,m,1973,8532,tt0070034,5131,None,-1,0,,0
tania,Enter the Dragon,0.0208536347691,-1,-1,29,f,1973,8532,tt0070034,5131,None,-1,0,,0
williams,Enter the Dragon,0.0814656012473,-1,-1,27,m,1973,8532,tt0070034,5131,None,-1,0,,0
blind man,Pay the Ghost,0.0341402855369,-1,-1,68,m,2015,8533,tt3733778,4833,None,-1,0,,0
charlie,Pay the Ghost,0.0691082143596,-1,-1,None,m,2015,8533,tt3733778,4833,None,-1,0,,0
Jordan,Pay the Ghost,0.168425408649,-1,-1,None,m,2015,8533,tt3733778,4833,None,-1,0,,0
kristen,Pay the Ghost,0.150631078005,-1,-1,38,f,2015,8533,tt3733778,4833,None,-1,0,,0
mike lawford,Pay the Ghost,0.371404924478,-1,-1,51,m,2015,8533,tt3733778,4833,None,-1,0,,0
priestess,Pay the Ghost,0.135319677219,-1,-1,None,f,2015,8533,tt3733778,4833,None,-1,0,,0
reynolds,Pay the Ghost,0.0709704117525,-1,-1,None,m,2015,8533,tt3733778,4833,None,-1,0,,0
andrew,21,0.0344195519348,-1,-1,None,m,2008,8543,tt0478087,9820,98,0,0,,0
Ben,21,0.328920570265,-1,-1,30,m,2008,8543,tt0478087,9820,98,0,0,,0
dylan,21,0.0213849287169,-1,-1,None,m,2008,8543,tt0478087,9820,98,0,0,,0
fisher,21,0.0795315682281,-1,-1,None,m,2008,8543,tt0478087,9820,98,0,0,,0
jill,21,0.0745417515275,-1,-1,25,f,2008,8543,tt0478087,9820,98,0,0,,0
martinez,21,0.0837067209776,-1,-1,None,m,2008,8543,tt0478087,9820,98,0,0,,0
micky rosa,21,0.186558044807,-1,-1,49,m,2008,8543,tt0478087,9820,98,0,0,,0
miles,21,0.0886965376782,-1,-1,27,m,2008,8543,tt0478087,9820,98,0,0,,0
mr lewis,21,0.0396130346232,-1,-1,None,m,2008,8543,tt0478087,9820,98,0,0,,0
planet hollywoo,21,0.0188391038697,-1,-1,None,m,2008,8543,tt0478087,9820,98,0,0,,0
stuart,21,0.0156822810591,-1,-1,None,m,2008,8543,tt0478087,9820,98,0,0,,0
vincen,21,0.0281059063136,-1,-1,None,m,2008,8543,tt0478087,9820,98,0,0,,0
agent dana scul,The X Files,0.239500988142,-1,-1,30,f,1998,8552,tt0120902,8096,155,0,0,,0
agent fox mulde,The X Files,0.312747035573,-1,-1,38,m,1998,8552,tt0120902,8096,155,0,0,,0
assistant direc,The X Files,0.03125,-1,-1,46,m,1998,8552,tt0120902,8096,155,0,0,,0
bronschweig,The X Files,0.0323616600791,-1,-1,51,m,1998,8552,tt0120902,8096,155,0,0,,0
cassidy,The X Files,0.0707756916996,-1,-1,55,f,1998,8552,tt0120902,8096,155,0,0,,0
field agent,The X Files,0.0206274703557,-1,-1,None,m,1998,8552,tt0120902,8096,155,0,0,,0
kurtzweil,The X Files,0.14006916996,-1,-1,70,m,1998,8552,tt0120902,8096,155,0,0,,0
strughold,The X Files,0.0327322134387,-1,-1,68,m,1998,8552,tt0120902,8096,155,0,0,,0
the well-manicu,The X Files,0.119935770751,-1,-1,73,m,1998,8552,tt0120902,8096,155,0,0,,0
bodyguard #1,Lucky Number Slevin,0.014835073761,-1,-1,47,m,2006,8556,tt0425210,12066,29,-1,0,,0
brikowski,Lucky Number Slevin,0.0598375600862,-1,-1,46,m,2006,8556,tt0425210,12066,29,-1,0,,0
elvis,Lucky Number Slevin,0.0227084369302,-1,-1,30,m,2006,8556,tt0425210,12066,29,-1,0,,0
fat joe,Lucky Number Slevin,0.0465771589591,-1,-1,None,m,2006,8556,tt0425210,12066,29,-1,0,,0
lindsey,Lucky Number Slevin,0.146195922427,-1,-1,38,f,2006,8556,tt0425210,12066,29,-1,0,,0
marty,Lucky Number Slevin,0.0217139068457,-1,-1,43,m,2006,8556,tt0425210,12066,29,-1,0,,0
max,Lucky Number Slevin,0.0175700314935,-1,-1,None,m,2006,8556,tt0425210,12066,29,-1,0,,0
mr. goodkat,Lucky Number Slevin,0.0294215150008,-1,-1,51,m,2006,8556,tt0425210,12066,29,-1,0,,0
murphy,Lucky Number Slevin,0.0161611138737,-1,-1,65,m,2006,8556,tt0425210,12066,29,-1,0,,0
nick fisher,Lucky Number Slevin,0.0349743079728,-1,-1,29,m,2006,8556,tt0425210,12066,29,-1,0,,0
saul,Lucky Number Slevin,0.0145864412398,-1,-1,30,m,2006,8556,tt0425210,12066,29,-1,0,,0
slevin kelevra,Lucky Number Slevin,0.393088015912,-1,-1,28,m,2006,8556,tt0425210,12066,29,-1,0,,0
sloe,Lucky Number Slevin,0.0266036797613,-1,-1,49,m,2006,8556,tt0425210,12066,29,-1,0,,0
smith,Lucky Number Slevin,0.035305818001,-1,-1,None,m,2006,8556,tt0425210,12066,29,-1,0,,0
the boss,Lucky Number Slevin,0.120421017736,-1,-1,69,m,2006,8556,tt0425210,12066,29,-1,0,,0
aaron,Primal Fear,0.0776757039361,-1,-1,27,m,1996,8559,tt0117381,13389,110,-1,0,,0
abel stenner,Primal Fear,0.00941071028456,-1,-1,50,m,1996,8559,tt0117381,13389,110,-1,0,,0
alex,Primal Fear,0.00985883934573,-1,-1,26,m,1996,8559,tt0117381,13389,110,-1,0,,0
bud yancy,Primal Fear,0.0126969900665,-1,-1,44,m,1996,8559,tt0117381,13389,110,-1,0,,0
jack connerman,Primal Fear,0.00761819403988,-1,-1,32,m,1996,8559,tt0117381,13389,110,-1,0,,0
janet venable,Primal Fear,0.165957128986,-1,-1,32,f,1996,8559,tt0117381,13389,110,-1,0,,0
joey pinero,Primal Fear,0.0215101949361,-1,-1,40,m,1996,8559,tt0117381,13389,110,-1,0,,0
martin vail,Primal Fear,0.456046007917,-1,-1,47,m,1996,8559,tt0117381,13389,110,-1,0,,0
martinez,Primal Fear,0.0121741728284,-1,-1,44,m,1996,8559,tt0117381,13389,110,-1,0,,0
molly,Primal Fear,0.0351781313018,-1,-1,39,f,1996,8559,tt0117381,13389,110,-1,0,,0
naomi chance,Primal Fear,0.0138920008963,-1,-1,31,f,1996,8559,tt0117381,13389,110,-1,0,,0
shaughnessy,Primal Fear,0.068563746359,-1,-1,56,m,1996,8559,tt0117381,13389,110,-1,0,,0
shoat,Primal Fear,0.0557173799388,-1,-1,44,f,1996,8559,tt0117381,13389,110,-1,0,,0
tommy goodman,Primal Fear,0.0347300022406,-1,-1,34,m,1996,8559,tt0117381,13389,110,-1,0,,0
woodside,Primal Fear,0.0189707969228,-1,-1,None,m,1996,8559,tt0117381,13389,110,-1,0,,0
bonnie macmahon,Breakfast of Champions,0.0114357385274,-1,-1,29,f,1999,8560,tt0120618,13554,None,-1,0,,0
cassandra,Breakfast of Champions,0.0177807289361,-1,-1,None,f,1999,8560,tt0120618,13554,None,-1,0,,0
denzel,Breakfast of Champions,0.0703113472038,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
dwayne hoover,Breakfast of Champions,0.249225320938,-1,-1,44,m,1999,8560,tt0120618,13554,None,-1,0,,0
francine pefko,Breakfast of Champions,0.0679504205401,-1,-1,44,f,1999,8560,tt0120618,13554,None,-1,0,,0
fred t. barry,Breakfast of Champions,0.11074221632,-1,-1,69,m,1999,8560,tt0120618,13554,None,-1,0,,0
geranium,Breakfast of Champions,0.0166740445625,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
grace le sabre,Breakfast of Champions,0.0134277703999,-1,-1,39,f,1999,8560,tt0120618,13554,None,-1,0,,0
harry le sabre,Breakfast of Champions,0.0190349712262,-1,-1,58,m,1999,8560,tt0120618,13554,None,-1,0,,0
kenneth,Breakfast of Champions,0.0302493728789,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
kilgore trout,Breakfast of Champions,0.197211155378,-1,-1,63,m,1999,8560,tt0120618,13554,None,-1,0,,0
kyle,Breakfast of Champions,0.0161575918548,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
lottie,Breakfast of Champions,0.0157886970636,-1,-1,58,f,1999,8560,tt0120618,13554,None,-1,0,,0
lyle,Breakfast of Champions,0.026929319758,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
max,Breakfast of Champions,0.0141655599823,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
minos,Breakfast of Champions,0.00988638040431,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
reverend hardy,Breakfast of Champions,0.0107717279032,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
ukwende,Breakfast of Champions,0.0242732772613,-1,-1,None,m,1999,8560,tt0120618,13554,None,-1,0,,0
wayne hoobler,Breakfast of Champions,0.0779843588609,-1,-1,26,m,1999,8560,tt0120618,13554,None,-1,0,,0
crabbe,Local Hero,0.0392987582177,-1,-1,60,m,1983,8562,tt0085859,6845,None,-1,0,,0
felix happer,Local Hero,0.117019722425,-1,-1,70,m,1983,8562,tt0085859,6845,None,-1,0,,0
geddes,Local Hero,0.0429510591673,-1,-1,59,m,1983,8562,tt0085859,6845,None,-1,0,,0
gideon,Local Hero,0.0203067932798,-1,-1,None,m,1983,8562,tt0085859,6845,None,-1,0,,0
mac,Local Hero,0.183199415632,-1,-1,36,m,1983,8562,tt0085859,6845,None,-1,0,,0
marina,Local Hero,0.0372534696859,-1,-1,26,f,1983,8562,tt0085859,6845,None,-1,0,,0
moritz,Local Hero,0.0880934989043,-1,-1,None,m,1983,8562,tt0085859,6845,None,-1,0,,0
mrs fraser,Local Hero,0.0204528853178,-1,-1,47,f,1983,8562,tt0085859,6845,None,-1,0,,0
oldsen,Local Hero,0.125493060628,-1,-1,25,m,1983,8562,tt0085859,6845,None,-1,0,,0
rev macpherson,Local Hero,0.0219138056976,-1,-1,42,m,1983,8562,tt0085859,6845,None,-1,0,,0
roddy,Local Hero,0.0290723155588,-1,-1,25,m,1983,8562,tt0085859,6845,None,-1,0,,0
urquhart,Local Hero,0.214901387874,-1,-1,36,m,1983,8562,tt0085859,6845,None,-1,0,,0
victor,Local Hero,0.0600438276114,-1,-1,40,m,1983,8562,tt0085859,6845,None,-1,0,,0
alex vogel,The Martian,0.0369971615934,0.353808353808,0.353808353808,40,m,2015,8564,tt3659388,10217,235,144,144,The Martian (2015),0.611111111111
annie montrose,The Martian,0.0530488401683,0.0859950859951,0.0859950859951,42,f,2015,8564,tt3659388,10217,235,35,35,The Martian (2015),0.611111111111
beth johanssen,The Martian,0.0656748556328,0.547911547912,0.547911547912,32,f,2015,8564,tt3659388,10217,235,223,223,The Martian (2015),0.611111111111
bruce ng,The Martian,0.0608789272781,0.00737100737101,0.00737100737101,45,m,2015,8564,tt3659388,10217,235,3,3,The Martian (2015),0.611111111111
chris beck,The Martian,0.0476656552804,0.722358722359,0.722358722359,33,m,2015,8564,tt3659388,10217,235,294,294,The Martian (2015),0.611111111111
guo ming,The Martian,0.0150729176862,0.002457002457,0.002457002457,78,m,2015,8564,tt3659388,10217,235,1,1,The Martian (2015),0.611111111111
mark watney,The Martian,0.202407751786,0.810810810811,0.810810810811,45,m,2015,8564,tt3659388,10217,235,330,330,The Martian (2015),0.611111111111
melissa lewis,The Martian,0.14397572673,0.437346437346,0.437346437346,38,f,2015,8564,tt3659388,10217,235,178,178,The Martian (2015),0.611111111111
mike watkins,The Martian,0.0154644220417,-1,-1,41,m,2015,8564,tt3659388,10217,235,0,0,,0
mindy park,The Martian,0.0176176959969,0.0761670761671,0.0761670761671,28,f,2015,8564,tt3659388,10217,235,31,31,The Martian (2015),0.611111111111
mitch henderson,The Martian,0.0324948615053,0.0589680589681,0.0589680589681,56,m,2015,8564,tt3659388,10217,235,24,24,The Martian (2015),0.611111111111
rich purnell,The Martian,0.0234902613292,0.031941031941,0.031941031941,32,m,2015,8564,tt3659388,10217,235,13,13,The Martian (2015),0.611111111111
rick martinez,The Martian,0.0507976901243,0.398034398034,0.398034398034,39,m,2015,8564,tt3659388,10217,235,162,162,The Martian (2015),0.611111111111
teddy sanders,The Martian,0.0948419301165,0.022113022113,0.022113022113,60,m,2015,8564,tt3659388,10217,235,9,9,The Martian (2015),0.611111111111
tim grimes,The Martian,0.0128217676422,-1,-1,None,m,2015,8564,tt3659388,10217,235,0,0,,0
timer controlle,The Martian,0.0124302632867,-1,-1,40,m,2015,8564,tt3659388,10217,235,0,0,,0
Vincent Kapoor,The Martian,0.114319271802,0.022113022113,0.022113022113,38,m,2015,8564,tt3659388,10217,235,9,9,The Martian (2015),0.611111111111
gloria swenson,Gloria,0.458860759494,-1,-1,50,f,1980,8572,tt0080798,4424,None,0,0,,0
heavy set man,Gloria,0.0298372513562,-1,-1,39,m,1980,8572,tt0080798,4424,None,0,0,,0
jack dawn,Gloria,0.0549276672694,-1,-1,50,m,1980,8572,tt0080798,4424,None,0,0,,0
jeri dawn,Gloria,0.0411392405063,-1,-1,26,f,1980,8572,tt0080798,4424,None,0,0,,0
phil dawn,Gloria,0.360081374322,-1,-1,8,m,1980,8572,tt0080798,4424,None,0,0,,0
tony tanzini,Gloria,0.0230560578662,-1,-1,66,m,1980,8572,tt0080798,4424,None,0,0,,0
uncle joe,Gloria,0.0320976491863,-1,-1,None,m,1980,8572,tt0080798,4424,None,0,0,,0
Alicia,Talk to Her,0.077619047619,0.00211548519551,0.00211548519551,27,f,2002,8597,tt0287467,4200,13,271,271,Harry Potter - J. K. Rowling,0.0357142857143
benigno martín,Talk to Her,0.380238095238,-1,-1,35,m,2002,8597,tt0287467,4200,13,0,0,,0
lydia gonzález,Talk to Her,0.0907142857143,-1,-1,39,f,2002,8597,tt0287467,4200,13,0,0,,0
marco zuluaga,Talk to Her,0.307142857143,-1,-1,43,m,2002,8597,tt0287467,4200,13,0,0,,0
Nino de Valenci,Talk to Her,0.0271428571429,-1,-1,44,m,2002,8597,tt0287467,4200,13,0,0,,0
presenter,Talk to Her,0.0735714285714,-1,-1,None,f,2002,8597,tt0287467,4200,13,0,0,,0
rosa,Talk to Her,0.0435714285714,0.00819672131148,0.00819672131148,32,f,2002,8597,tt0287467,4200,13,44,44,Assassin's Creed - All Media Types,0.0294117647059
Crown Prince Le,The Illusionist,0.183328793244,-1,-1,39,m,2006,8601,tt0443543,7342,52,-1,0,,0
eisenheim,The Illusionist,0.315036774721,-1,-1,37,m,2006,8601,tt0443543,7342,52,-1,0,,0
inspector uhl,The Illusionist,0.298556251703,-1,-1,39,m,2006,8601,tt0443543,7342,52,-1,0,,0
josef fischer,The Illusionist,0.079950967039,-1,-1,38,m,2006,8601,tt0443543,7342,52,-1,0,,0
jurka,The Illusionist,0.0253336965405,-1,-1,34,m,2006,8601,tt0443543,7342,52,-1,0,,0
sophie,The Illusionist,0.0977935167529,-1,-1,24,f,2006,8601,tt0443543,7342,52,-1,0,,0
bessie,The Lady from Shanghai,0.042273673257,-1,-1,53,f,1947,8602,tt0040525,7688,None,-1,0,,0
district attorn,The Lady from Shanghai,0.0962539021852,-1,-1,38,m,1947,8602,tt0040525,7688,None,-1,0,,0
elsa bannister,The Lady from Shanghai,0.210197710718,-1,-1,29,f,1947,8602,tt0040525,7688,None,-1,0,,0
george grisby,The Lady from Shanghai,0.222944849116,-1,-1,58,m,1947,8602,tt0040525,7688,None,-1,0,,0
jake bjornsen,The Lady from Shanghai,0.0264047866805,-1,-1,35,m,1947,8602,tt0040525,7688,None,-1,0,,0
man,The Lady from Shanghai,0.0146982310094,-1,-1,52,m,1947,8602,tt0040525,7688,None,-1,0,,0
michael o'hara,The Lady from Shanghai,0.299427679501,-1,-1,32,m,1947,8602,tt0040525,7688,None,-1,0,,0
sidney broome,The Lady from Shanghai,0.0877991675338,-1,-1,42,m,1947,8602,tt0040525,7688,None,-1,0,,0
bob anderson,Motel Hell,0.0343291404612,-1,-1,36,m,1980,8604,tt0081184,3816,None,-1,0,,0
bruce smith,Motel Hell,0.23427672956,-1,-1,32,m,1980,8604,tt0081184,3816,None,-1,0,,0
ida smith,Motel Hell,0.197589098532,-1,-1,38,f,1980,8604,tt0081184,3816,None,-1,0,,0
terry,Motel Hell,0.27070230608,-1,-1,25,f,1980,8604,tt0081184,3816,None,-1,0,,0
vincent smith,Motel Hell,0.263102725367,-1,-1,58,m,1980,8604,tt0081184,3816,None,-1,0,,0
black clan ninj,The Wolverine,0.0279587726573,-1,-1,None,m,2013,8605,tt1430132,8441,142,0,0,,0
kenuichio,The Wolverine,0.0559175453145,-1,-1,None,m,2013,8605,tt1430132,8441,142,0,0,,0
logan,The Wolverine,0.363819452671,0.00747384155456,0.00747384155456,45,m,2013,8605,tt1430132,8441,142,600,600,The Avengers (Marvel Movies),0.142857142857
mariko,The Wolverine,0.0719109110295,0.0169491525424,0.0169491525424,28,f,2013,8605,tt1430132,8441,142,7,7,Wolverine (Movies),0.5
noburo,The Wolverine,0.0226276507523,-1,-1,36,m,2013,8605,tt1430132,8441,142,0,0,,0
shingen,The Wolverine,0.129250088852,-1,-1,53,m,2013,8605,tt1430132,8441,142,0,0,,0
silver samurai,The Wolverine,0.0231015282549,0.000485672656629,0.000485672656629,48,m,2013,8605,tt1430132,8441,142,1,1,Big Hero 6 (2014),0.117647058824
sinatra,The Wolverine,0.0550882596849,-1,-1,None,m,2013,8605,tt1430132,8441,142,0,0,,0
square jaw,The Wolverine,0.0247600995143,-1,-1,None,m,2013,8605,tt1430132,8441,142,0,0,,0
yukio,The Wolverine,0.0746357066698,0.0242130750605,0.0266343825666,None,f,2013,8605,tt1430132,8441,142,10,11,Wolverine (Movies),0.5
zen,The Wolverine,0.150929984599,-1,-1,None,m,2013,8605,tt1430132,8441,142,0,0,,0
belle blake,The Family,0.0857959961868,-1,-1,27,f,2013,8612,tt2404311,10490,39,0,0,,0
caputo,The Family,0.0158245948522,-1,-1,37,m,2013,8612,tt2404311,10490,39,0,0,,0
chubbycheeked b,The Family,0.0170638703527,-1,-1,None,m,2013,8612,tt2404311,10490,39,0,0,,0
don mimino,The Family,0.0244995233556,-1,-1,None,m,2013,8612,tt2404311,10490,39,0,0,,0
fred blake,The Family,0.344804575786,-1,-1,70,m,2013,8612,tt2404311,10490,39,0,0,,0
henri,The Family,0.0346997140133,0.0337837837838,0.0472972972973,None,m,2013,8612,tt2404311,10490,39,5,7,The Lorien Legacies - All Media Types,0.108108108108
