name, movie, percent of dialogue, percent of fanworks, age, gender,  year, script ID, imdb ID, movie words, gross, AO3 works, AO3 fandom, title distance
atf agent flemm,Beavis and Butt-Head Do America,0.242779525307,0.0,77,m,1996,729,tt0115641,3497,124,0,,1
butt-head,Beavis and Butt-Head Do America,0.344009150701,0.0714285714286,34,m,1996,729,tt0115641,3497,124,1,Bunk'd,0.0052310374891
dallas grimes,Beavis and Butt-Head Do America,0.0877895338862,0.0,34,f,1996,729,tt0115641,3497,124,0,,1
martha,Beavis and Butt-Head Do America,0.0606233914784,0.00254265807481,None,f,1996,729,tt0115641,3497,124,204,DCU,0.00189753320683
muddy grimes,Beavis and Butt-Head Do America,0.118387189019,0.0,41,m,1996,729,tt0115641,3497,124,0,,1
van driessen,Beavis and Butt-Head Do America,0.0448956248213,0.0,None,m,1996,729,tt0115641,3497,124,0,,1
anna,Being Human,0.0151772019052,0.0405915195413,40,f,1994,734,tt0106379,12387,3,269,Rise of the Guardians (2012),0.00915750915751
beatrice,Being Human,0.0892871558892,0.303797468354,40,f,1994,734,tt0106379,12387,3,48,Umineko no Naku Koro ni | When the Seagulls Cry,0.00366837857667
betsy,Being Human,0.0615161055946,0.0470409711684,None,f,1994,734,tt0106379,12387,3,62,All For the Game - Nora Sakavic,0.00614439324117
bobby,Being Human,0.0704771131024,0.0141232438861,None,m,1994,734,tt0106379,12387,3,190,X-Men (Alternate Timeline Movies),0.0068870523416
boris,Being Human,0.00831516912893,0.0744047619048,44,m,1994,734,tt0106379,12387,3,25,Political RPF - UK 20th-21st c.,0.00307219662058
da cunha,Being Human,0.00904173730524,0.0,48,m,1994,734,tt0106379,12387,3,0,,1
dom paulo,Being Human,0.0813756357472,0.0,58,m,1994,734,tt0106379,12387,3,0,,1
francisco,Being Human,0.0423831436183,0.0,46,m,1994,734,tt0106379,12387,3,6,Do Começo ao Fim | From Beginning to End (2009),0.00494350282486
gallus,Being Human,0.00855735852103,0.00257731958763,None,m,1994,734,tt0106379,12387,3,1,Elder Scrolls IV: Oblivion,0.00623700623701
gasper dias,Being Human,0.0088802777105,0.0,39,m,1994,734,tt0106379,12387,3,0,,1
hector,Being Human,0.28618713167,0.0,43,m,1994,734,tt0106379,12387,3,7,悪魔城ドラキュラ | Castlevania Series,0.00238095238095
hermas,Being Human,0.00839589892629,0.0,37,m,1994,734,tt0106379,12387,3,0,,1
janet,Being Human,0.0142084443368,0.00281154121634,46,f,1994,734,tt0106379,12387,3,263,The Avengers (Marvel) - All Media Types,0.00512820512821
leader,Being Human,0.0126745781868,0.0,31,m,1994,734,tt0106379,12387,3,0,,1
lucinnius,Being Human,0.0866230725761,0.0,37,m,1994,734,tt0106379,12387,3,0,,1
nun,Being Human,0.0125938483894,0.0,None,f,1994,734,tt0106379,12387,3,0,,1
officer,Being Human,0.0112214418342,0.00037397157816,49,m,1994,734,tt0106379,12387,3,2,Assassin's Creed - All Media Types,0.00522875816993
priest,Being Human,0.0800032291919,0.000948766603416,35,m,1994,734,tt0106379,12387,3,20,Star Wars Episode VII: The Force Awakens (2015),0.00293470286134
salgado,Being Human,0.00831516912893,0.0,51,m,1994,734,tt0106379,12387,3,0,,1
slave,Being Human,0.0373778961815,1.0,None,m,1994,734,tt0106379,12387,3,1,Lord of the Sex Slaves Creator Simulator (Video Game),0.00235849056604
thalia,Being Human,0.0235731008315,0.0403213104426,None,f,1994,734,tt0106379,12387,3,512,Percy Jackson and the Olympians & Related Fandoms - All Media Types,0.00229621125144
thomas,Being Human,0.0238152902236,0.310176390773,None,m,1994,734,tt0106379,12387,3,1143,The Maze Runner Series - All Media Types,0.00392156862745
amos calloway,Big Fish,0.0450361604208,0.0,59,m,2003,740,tt0319061,9126,95,0,,1
beamen,Big Fish,0.0139162831471,0.0,57,m,2003,740,tt0319061,9126,95,0,,1
dr. bennett - s,Big Fish,0.0244356782818,0.0,76,m,2003,740,tt0319061,9126,95,0,,1
ed bloom - youn,Big Fish,0.486631602016,0.0,32,m,2003,740,tt0319061,9126,95,0,,1
jenny - young,Big Fish,0.11396011396,0.0,37,f,2003,740,tt0319061,9126,95,0,,1
josephine bloom,Big Fish,0.0307911461758,0.0,28,f,2003,740,tt0319061,9126,95,0,,1
norther winslow,Big Fish,0.0246548323471,0.0,46,m,2003,740,tt0319061,9126,95,0,,1
ping,Big Fish,0.0176419022573,0.00680272108844,None,f,2003,740,tt0319061,9126,95,5,Dragonriders of Pern - Anne McCaffrey,0.0036036036036
sandra bloom - ,Big Fish,0.0757177295639,0.0,54,f,2003,740,tt0319061,9126,95,0,,1
will bloom,Big Fish,0.16721455183,0.000538502961766,35,m,2003,740,tt0319061,9126,95,1,Star Wars Episode I: The Phantom Menace,0.00436442989634
charlie vincent,Black Rain,0.136258660508,0.0,33,m,1989,744,tt0096933,5629,99,0,,1
joyce,Black Rain,0.0717711849352,0.000138819479149,36,f,1989,744,tt0096933,5629,99,5,Jossverse,0.0
masahiro,Black Rain,0.170367738497,0.376744186047,58,m,1989,744,tt0096933,5629,99,81,SMAP,0.0
nick conklin,Black Rain,0.382838870137,0.0,45,m,1989,744,tt0096933,5629,99,0,,1
ohashi,Black Rain,0.0392609699769,0.0028901734104,60,m,1989,744,tt0096933,5629,99,1,Sword Art Online,0.0144230769231
oliver,Black Rain,0.0440575590691,0.00413805137665,43,m,1989,744,tt0096933,5629,99,332,DCU,0.0
Sato,Black Rain,0.0886480724818,0.0,39,m,1989,744,tt0096933,5629,99,59,名探偵コナン | Detective Conan | Case Closed,0.00266666666667
sugai,Black Rain,0.0667969443951,0.0,60,m,1989,744,tt0096933,5629,99,0,,1
bobby dewitt,The Black Dahlia,0.0104257928859,0.0,42,m,2006,745,tt0387877,11414,29,0,,1
coroner,The Black Dahlia,0.0180480112143,0.0,56,m,2006,745,tt0387877,11414,29,0,,1
deputy da ellis,The Black Dahlia,0.0404766076748,0.0,37,m,2006,745,tt0387877,11414,29,0,,1
det. russ milla,The Black Dahlia,0.0734186087261,0.0,56,m,2006,745,tt0387877,11414,29,0,,1
dolph bleichert,The Black Dahlia,0.0184860697389,0.0,None,m,2006,745,tt0387877,11414,29,0,,1
dwight 'bucky' ,The Black Dahlia,0.23611354477,0.0,28,m,2006,745,tt0387877,11414,29,0,,1
elizabeth short,The Black Dahlia,0.0318906605923,0.0147058823529,31,f,2006,745,tt0387877,11414,29,3,American Horror Story: Murder House,0.00336134453782
emmett linscott,The Black Dahlia,0.0324163308218,0.0,None,m,2006,745,tt0387877,11414,29,0,,1
harry sears,The Black Dahlia,0.0162081654109,0.0,None,m,2006,745,tt0387877,11414,29,0,,1
jane chambers,The Black Dahlia,0.0325039425267,0.0,None,f,2006,745,tt0387877,11414,29,0,,1
johnny,The Black Dahlia,0.0121780269844,0.744186046512,None,m,2006,745,tt0387877,11414,29,128,Killjoys (TV),0.00862068965517
kay lake,The Black Dahlia,0.0592255125285,0.142857142857,22,f,2006,745,tt0387877,11414,29,1,L.A. Quartet - James Ellroy,0.00861326442722
lee blanchard,The Black Dahlia,0.0755212896443,0.142857142857,38,m,2006,745,tt0387877,11414,29,1,L.A. Quartet - James Ellroy,0.00861326442722
linda martin,The Black Dahlia,0.0113895216401,0.000239005736138,None,f,2006,745,tt0387877,11414,29,1,DC's Legends of Tomorrow (TV),0.00459770114943
madeleine linsc,The Black Dahlia,0.0810408270545,0.0,32,f,2006,745,tt0387877,11414,29,0,,1
marjorie,The Black Dahlia,0.0153320483617,0.0227272727273,None,f,2006,745,tt0387877,11414,29,7,Lord Peter Wimsey - Dorothy L. Sayers,0.00611932687404
old man,The Black Dahlia,0.00928684072192,0.000455809289393,None,m,2006,745,tt0387877,11414,29,10,Star Trek: Alternate Original Series (Movies),0.00655737704918
ramona linscott,The Black Dahlia,0.0201506921325,0.0,48,f,2006,745,tt0387877,11414,29,0,,1
red manley,The Black Dahlia,0.0102505694761,0.0,None,m,2006,745,tt0387877,11414,29,0,,1
sally,The Black Dahlia,0.0163833888207,0.020790675697,None,f,2006,745,tt0387877,11414,29,264,Percy Jackson and the Olympians & Related Fandoms - All Media Types,0.00395612299946
sheryl saddon,The Black Dahlia,0.00954967583669,0.0,33,f,2006,745,tt0387877,11414,29,0,,1
vogel,The Black Dahlia,0.0280357455756,0.10094637224,None,m,2006,745,tt0387877,11414,29,32,Dirk Gently's Holistic Detective Agency (TV 2016),0.0043956043956
voice over,The Black Dahlia,0.141668126862,0.0,None,m,2006,745,tt0387877,11414,29,0,,1
cardenas,Body of Evidence,0.146578284007,0.0,None,m,1993,757,tt0106453,10711,27,0,,1
charles biggs,Body of Evidence,0.0367846139483,0.0,41,m,1993,757,tt0106453,10711,27,0,,1
detective reese,Body of Evidence,0.0140976566147,0.0,37,m,1993,757,tt0106453,10711,27,0,,1
dr. mccurdy,Body of Evidence,0.025861264121,0.0,50,m,1993,757,tt0106453,10711,27,0,,1
dr. paley,Body of Evidence,0.0174586873308,0.0,None,m,1993,757,tt0106453,10711,27,0,,1
ester,Body of Evidence,0.0102698160769,0.0,None,f,1993,757,tt0106453,10711,27,0,,1
frank dulaney,Body of Evidence,0.358696666978,0.0,38,m,1993,757,tt0106453,10711,27,0,,1
jeffrey roston,Body of Evidence,0.039492110914,0.0,55,m,1993,757,tt0106453,10711,27,0,,1
joanne braslow,Body of Evidence,0.0619923443189,0.0,46,f,1993,757,tt0106453,10711,27,0,,1
judge burnham,Body of Evidence,0.037531509663,0.0,46,f,1993,757,tt0106453,10711,27,0,,1
miss sellers,Body of Evidence,0.0193259266175,0.0,None,f,1993,757,tt0106453,10711,27,0,,1
rebecca carlson,Body of Evidence,0.154700774904,0.0,35,f,1993,757,tt0106453,10711,27,0,,1
sattler,Body of Evidence,0.0185790309028,0.0,None,m,1993,757,tt0106453,10711,27,0,,1
sharon dulaney,Body of Evidence,0.0439734852021,0.0,33,f,1993,757,tt0106453,10711,27,0,,1
troxell,Body of Evidence,0.0146578284007,0.0,None,m,1993,757,tt0106453,10711,27,0,,1
devaney,The Bodyguard,0.077895039127,0.0,58,m,1992,759,tt0103855,13929,255,0,,1
fletcher,The Bodyguard,0.0244095053486,0.0146972369195,None,m,1992,759,tt0103855,13929,255,25,Fullmetal Alchemist (Anime 2003),0.00416666666667
frank farmer,The Bodyguard,0.27482231316,0.25,37,m,1992,759,tt0103855,13929,255,1,The Bodyguard (1992),0.0393939393939
henry,The Bodyguard,0.0218249694881,0.0666478395933,None,m,1992,759,tt0103855,13929,255,236,Fire Emblem: Kakusei | Fire Emblem: Awakening,0.00306513409962
herb farmer,The Bodyguard,0.0367578433484,0.0,64,m,1992,759,tt0103855,13929,255,0,,1
minella,The Bodyguard,0.00868691219757,0.0,34,m,1992,759,tt0103855,13929,255,0,,1
nicki,The Bodyguard,0.0497523153134,0.000459453250632,38,f,1992,759,tt0103855,13929,255,2,Dangan Ronpa: Trigger Happy Havoc,0.00658761528327
portman,The Bodyguard,0.0290042357671,0.0,37,m,1992,759,tt0103855,13929,255,0,,1
rachel marron,The Bodyguard,0.315385167636,0.25,29,f,1992,759,tt0103855,13929,255,1,The Bodyguard (1992),0.0393939393939
ray court,The Bodyguard,0.0165123124417,0.0,51,m,1992,759,tt0103855,13929,255,0,,1
sy spector,The Bodyguard,0.094622729557,0.0,33,m,1992,759,tt0103855,13929,255,0,,1
thuringer,The Bodyguard,0.010266350779,0.0,45,m,1992,759,tt0103855,13929,255,0,,1
tom winston,The Bodyguard,0.0101945581162,0.0,35,m,1992,759,tt0103855,13929,255,0,,1
tony,The Bodyguard,0.0298657477206,0.662098588668,42,m,1992,759,tt0103855,13929,255,6474,NCIS,0.0
albert fox,The Bonfire of the Vanities,0.0303947090692,0.0,69,m,1990,761,tt0099165,14213,32,0,,1
arthur ruskin,The Bonfire of the Vanities,0.0313093646662,0.0,63,m,1990,761,tt0099165,14213,32,0,,1
caroline heftsh,The Bonfire of the Vanities,0.0196299162738,0.0,31,f,1990,761,tt0099165,14213,32,0,,1
det. goldberg,The Bonfire of the Vanities,0.023640329276,0.0,None,m,1990,761,tt0099165,14213,32,0,,1
det. martin,The Bonfire of the Vanities,0.0320833040174,0.0,53,m,1990,761,tt0099165,14213,32,0,,1
ed rifkin,The Bonfire of the Vanities,0.0113276577781,0.0,57,m,1990,761,tt0099165,14213,32,0,,1
gene lopwitz,The Bonfire of the Vanities,0.00795046788152,0.0,73,m,1990,761,tt0099165,14213,32,0,,1
jed kramer,The Bonfire of the Vanities,0.0557236332935,0.0,42,m,1990,761,tt0099165,14213,32,0,,1
judge leonard w,The Bonfire of the Vanities,0.0135087595863,0.0,53,m,1990,761,tt0099165,14213,32,0,,1
judy mccoy,The Bonfire of the Vanities,0.0562864982762,0.0,34,f,1990,761,tt0099165,14213,32,0,,1
maria ruskin,The Bonfire of the Vanities,0.11201013157,0.0,33,f,1990,761,tt0099165,14213,32,0,,1
peter fallow,The Bonfire of the Vanities,0.147963132344,0.0,35,m,1990,761,tt0099165,14213,32,0,,1
pollard brownin,The Bonfire of the Vanities,0.0148455639204,0.0,37,m,1990,761,tt0099165,14213,32,0,,1
rawlie thorpe,The Bonfire of the Vanities,0.00830225849574,0.0,40,m,1990,761,tt0099165,14213,32,0,,1
ray andruitti,The Bonfire of the Vanities,0.0230774642933,0.0,45,m,1990,761,tt0099165,14213,32,0,,1
reverend bacon,The Bonfire of the Vanities,0.0521353690284,0.0,49,m,1990,761,tt0099165,14213,32,0,,1
sally rawthrote,The Bonfire of the Vanities,0.0121719552522,0.0,65,f,1990,761,tt0099165,14213,32,0,,1
sherman mccoy,The Bonfire of the Vanities,0.231548582284,0.0,34,m,1990,761,tt0099165,14213,32,0,,1
sir gerald moor,The Bonfire of the Vanities,0.0158305776402,0.0,59,m,1990,761,tt0099165,14213,32,0,,1
tom killian,The Bonfire of the Vanities,0.0453106311124,0.0,34,m,1990,761,tt0099165,14213,32,0,,1
weiss' aide,The Bonfire of the Vanities,0.0549496939422,0.0,None,m,1990,761,tt0099165,14213,32,0,,1
bobby,The Bounty Hunter,0.0560056858564,0.0874676230325,34,m,2010,768,tt1038919,7035,73,439,X-Men (Original Timeline Movies),0.00765306122449
dawn,The Bounty Hunter,0.0167732764748,0.0258675078864,58,f,2010,768,tt1038919,7035,73,123,Pocket Monsters | Pokemon (Main Video Game Series),0.00537313432836
jimmy,The Bounty Hunter,0.0250177683014,0.0809981591327,None,m,2010,768,tt1038919,7035,73,792,NCIS,0.0
kitty hurley,The Bounty Hunter,0.0261549395878,0.0,58,f,2010,768,tt1038919,7035,73,0,,1
lorraine,The Bounty Hunter,0.0211798152097,0.0356120826709,None,f,2010,768,tt1038919,7035,73,112,Primeval,0.00470588235294
milo boyd,The Bounty Hunter,0.466950959488,0.0,41,m,2010,768,tt1038919,7035,73,0,,1
nicole hurley,The Bounty Hunter,0.28670931059,0.0,41,f,2010,768,tt1038919,7035,73,0,,1
sid,The Bounty Hunter,0.0776119402985,0.0224171539961,48,m,2010,768,tt1038919,7035,73,23,CSI: NY,0.00490196078431
stewart,The Bounty Hunter,0.0235963041933,0.000190512478567,35,m,2010,768,tt1038919,7035,73,1,Battlestar Galactica - All Media Types,0.00478468899522
argyle wallace,Braveheart,0.0362896387994,0.0,49,m,1995,771,tt0112573,5897,151,0,,1
campbell,Braveheart,0.0315414617602,0.77358490566,47,m,1995,771,tt0112573,5897,151,41,Zoo (TV),0.0
craig,Braveheart,0.066304900797,0.00087902152347,None,m,1995,771,tt0112573,5897,151,35,Video Blogging RPF,0.00396825396825
hamish,Braveheart,0.0469730371375,0.00483529767301,40,m,1995,771,tt0112573,5897,151,16,How to Train Your Dragon (Movies),0.00563777307963
longshanks - ki,Braveheart,0.0902153637443,0.0,67,m,1995,771,tt0112573,5897,151,0,,1
magistrate,Braveheart,0.0406986603358,0.0,57,m,1995,771,tt0112573,5897,151,0,,1
malcolm wallace,Braveheart,0.263862981177,4.11658159065e-05,41,m,1995,771,tt0112573,5897,151,1,Buffy the Vampire Slayer,0.0122549019608
mornay,Braveheart,0.0201797524165,0.0,49,m,1995,771,tt0112573,5897,151,0,,1
nicolette,Braveheart,0.0257758182127,0.0,29,f,1995,771,tt0112573,5897,151,2,Les Misérables - All Media Types,0.00704721634954
princess isabel,Braveheart,0.14787179922,0.0,29,f,1995,771,tt0112573,5897,151,2,進撃！巨人中学校 | Shingeki! Kyojin Chuugakkou | Attack on Titan: Junior High,0.000990712074303
robert the bruc,Braveheart,0.0810581651687,0.0,32,m,1995,771,tt0112573,5897,151,0,,1
stephen,Braveheart,0.0371375275564,0.168157423971,30,m,1995,771,tt0112573,5897,151,94,Master and Commander - All Media Types,0.00548245614035
the leper,Braveheart,0.0286586399864,0.25,67,m,1995,771,tt0112573,5897,151,1,Monty Python's Life of Brian (1979),0.00380952380952
young william,Braveheart,0.0834322536883,0.0,12,m,1995,771,tt0112573,5897,151,0,,1
arrest official,Brazil,0.0375998951919,0.0,35,m,1985,774,tt0088846,7633,24,0,,1
harry tuttle,Brazil,0.0442814096685,0.0,42,m,1985,774,tt0088846,7633,24,0,,1
harvey lime,Brazil,0.0250229267654,0.0,None,m,1985,774,tt0088846,7633,24,0,,1
jack lint,Brazil,0.13258220883,0.0,42,m,1985,774,tt0088846,7633,24,0,,1
jill layton,Brazil,0.0720555482772,0.0,27,f,1985,774,tt0088846,7633,24,0,,1
m.o.i. lobby po,Brazil,0.0138870693043,0.0,44,m,1985,774,tt0088846,7633,24,0,,1
mother,Brazil,0.0432333289663,0.0,None,f,1985,774,tt0088846,7633,24,8,Rotkäppchen | Little Red Riding Hood (Fairy Tale),0.00214285714286
mr. helpmann,Brazil,0.0690423162584,0.0,62,m,1985,774,tt0088846,7633,24,0,,1
mr. kurtzmann,Brazil,0.0565963579196,0.0,54,m,1985,774,tt0088846,7633,24,0,,1
mr. warrenn,Brazil,0.0478186820385,0.0,51,m,1985,774,tt0088846,7633,24,0,,1
mrs terrain,Brazil,0.0358967640508,0.0,None,f,1985,774,tt0088846,7633,24,0,,1
sam lowry,Brazil,0.376391982183,1.0,38,m,1985,774,tt0088846,7633,24,1,Brazil (1985),0.0485829959514
spiro,Brazil,0.0165072710599,0.0,50,m,1985,774,tt0088846,7633,24,0,,1
spoor,Brazil,0.0290842394864,0.0,43,m,1985,774,tt0088846,7633,24,0,,1
captain barney,Bringing Out the Dead,0.0324900133156,0.0,55,m,1999,776,tt0163988,7510,28,0,,1
cy coates,Bringing Out the Dead,0.0623169107856,0.0,31,m,1999,776,tt0163988,7510,28,0,,1
dispatcher,Bringing Out the Dead,0.0206391478029,0.5,57,m,1999,776,tt0163988,7510,28,3,Pandemic (Board Game),0.0113378684807
dispatcher love,Bringing Out the Dead,0.0166444740346,0.0,29,f,1999,776,tt0163988,7510,28,0,,1
dr. hazmat,Bringing Out the Dead,0.0804260985353,0.0,44,m,1999,776,tt0163988,7510,28,0,,1
frank pierce,Bringing Out the Dead,0.381091877497,0.0,35,m,1999,776,tt0163988,7510,28,0,,1
larry,Bringing Out the Dead,0.0669773635153,0.459627329193,47,m,1999,776,tt0163988,7510,28,74,U2,0.0
marcus,Bringing Out the Dead,0.0998668442077,0.107428571429,40,m,1999,776,tt0163988,7510,28,94,The Eagle | The Eagle of the Ninth - All Media Types,0.00526870389884
mary burke,Bringing Out the Dead,0.182290279627,0.0,31,f,1999,776,tt0163988,7510,28,0,,1
noel,Bringing Out the Dead,0.028362183755,0.0,31,m,1999,776,tt0163988,7510,28,2,天体のメソッド | Sora no Method | Celestial Method,0.00404858299595
nurse constance,Bringing Out the Dead,0.0288948069241,0.0,51,f,1999,776,tt0163988,7510,28,0,,1
capt. riley hal,Broken Arrow,0.321172248804,0.0,27,m,1996,779,tt0115759,8360,138,0,,1
chairman, joint,Broken Arrow,0.0184210526316,0.0,56,m,1996,779,tt0115759,8360,138,0,,1
chief sam rhode,Broken Arrow,0.0181818181818,0.0,40,m,1996,779,tt0115759,8360,138,0,,1
colonel max wil,Broken Arrow,0.0632775119617,0.0,44,m,1996,779,tt0115759,8360,138,0,,1
giles prentice,Broken Arrow,0.0397129186603,0.0,33,m,1996,779,tt0115759,8360,138,0,,1
kelly,Broken Arrow,0.0257177033493,0.0119656371446,36,m,1996,779,tt0115759,8360,138,117,NCIS,0.0
maj. vic 'deak',Broken Arrow,0.285645933014,0.0,42,m,1996,779,tt0115759,8360,138,0,,1
pritchett,Broken Arrow,0.0241626794258,0.0,51,m,1996,779,tt0115759,8360,138,0,,1
secretary of de,Broken Arrow,0.0348086124402,0.0,53,m,1996,779,tt0115759,8360,138,0,,1
terry carmichae,Broken Arrow,0.168899521531,0.0,26,f,1996,779,tt0115759,8360,138,0,,1
ally loman,Bruce Almighty,0.0162195403182,0.0,51,f,2003,781,tt0315327,13009,350,0,,1
bobby,Bruce Almighty,0.0316703820432,0.0874676230325,None,m,2003,781,tt0315327,13009,350,439,X-Men (Original Timeline Movies),0.00679347826087
bruce nolan,Bruce Almighty,0.521331385964,0.25,41,m,2003,781,tt0315327,13009,350,1,I Love You Phillip Morris (2009),0.0054347826087
debbie,Bruce Almighty,0.0359750941656,0.0357142857143,40,f,2003,781,tt0315327,13009,350,2,Cirque du Freak | The Saga of Darren Shan - Darren Shan,0.00316205533597
evan baxter,Bruce Almighty,0.0337458682451,0.0,41,m,2003,781,tt0315327,13009,350,0,,1
god,Bruce Almighty,0.0897839956953,0.0195263813876,66,m,2003,781,tt0315327,13009,350,47,Good Omens - Neil Gaiman & Terry Pratchett,0.00510204081633
grace connelly,Bruce Almighty,0.180336689984,1.0,34,f,2003,781,tt0315327,13009,350,1,Evan Almighty (2007),0.0264705882353
jack baylor,Bruce Almighty,0.0512721961719,0.0909090909091,72,m,2003,781,tt0315327,13009,350,1,Bruce Almighty (2003),0.0380952380952
phil sidleman,Bruce Almighty,0.00891690368207,0.0,46,m,2003,781,tt0315327,13009,350,0,,1
susan ortega,Bruce Almighty,0.0307479437313,1.0,35,f,2003,781,tt0315327,13009,350,1,Evan Almighty (2007),0.0264705882353
chad feldheimer,Burn After Reading,0.110629067245,0.0142857142857,45,m,2008,785,tt0887883,8298,73,1,Fury (2014),0.0114942528736
divorce lawyer,Burn After Reading,0.0195227765727,0.0,None,m,2008,785,tt0887883,8298,73,0,,1
doctor,Burn After Reading,0.03097131839,0.129221388368,None,m,2008,785,tt0887883,8298,73,1653,Torchwood,0.0082304526749
gardner chubb,Burn After Reading,0.029284164859,0.0,None,m,2008,785,tt0887883,8298,73,0,,1
harry pfarrer,Burn After Reading,0.191130392866,0.0,47,m,2008,785,tt0887883,8298,73,0,,1
katie cox,Burn After Reading,0.0623041696794,0.0,48,f,2008,785,tt0887883,8298,73,0,,1
krapotkin,Burn After Reading,0.0122921185828,0.0,53,m,2008,785,tt0887883,8298,73,0,,1
linda litzke,Burn After Reading,0.2140274765,0.0,51,f,2008,785,tt0887883,8298,73,0,,1
osborne cox,Burn After Reading,0.174740901422,0.0,55,m,2008,785,tt0887883,8298,73,0,,1
palmer,Burn After Reading,0.0570016871535,0.0809981591327,None,m,2008,785,tt0887883,8298,73,792,NCIS,0.0
sandy pfarrer,Burn After Reading,0.0214509520366,0.0,39,f,2008,785,tt0887883,8298,73,0,,1
ted,Burn After Reading,0.0629067245119,0.000934824066111,61,m,2008,785,tt0887883,8298,73,75,DCU,0.0
tuchman marsh m,Burn After Reading,0.0137382501808,0.0,38,m,2008,785,tt0887883,8298,73,0,,1
bettina peterso,Cast Away,0.0254164520007,0.0,35,f,2000,789,tt0162222,5823,377,0,,1
chuck noland,Cast Away,0.692770049803,0.0,44,m,2000,789,tt0162222,5823,377,0,,1
doctor,Cast Away,0.0405289369741,0.690702087287,None,m,2000,789,tt0162222,5823,377,364,Doctor Who (Big Finish Audio),0.005444646098
kelly frears,Cast Away,0.0966855572729,0.0,37,f,2000,789,tt0162222,5823,377,0,,1
mom,Cast Away,0.026790314271,0.0429184549356,None,f,2000,789,tt0162222,5823,377,10,Pocket Monsters: Red & Green & Blue & Yellow | Pokemon Red Green Blue Yellow Versions,0.00100125156446
roger,Cast Away,0.0207796668384,0.443902439024,None,m,2000,789,tt0162222,5823,377,91,Lord of the Flies - William Golding,0.0038961038961
stan,Cast Away,0.0970290228405,0.321669980119,41,m,2000,789,tt0162222,5823,377,809,Marvel Cinematic Universe RPF,0.00725952813067
angel,Catwoman,0.0124808184143,0.00867052023121,None,m,2004,790,tt0327554,9775,56,198,X-Men - All Media Types,0.00280504908836
drina,Catwoman,0.0180051150895,0.0,21,f,2004,790,tt0327554,9775,56,0,,1
edna,Catwoman,0.142097186701,0.2,None,f,2004,790,tt0327554,9775,56,30,The Incredibles (2004),0.0030303030303
george hedare,Catwoman,0.102404092072,0.0,46,m,2004,790,tt0327554,9775,56,0,,1
laurel hedare,Catwoman,0.154680306905,0.0,46,f,2004,790,tt0327554,9775,56,0,,1
patience philli,Catwoman,0.308746803069,0.0,38,f,2004,790,tt0327554,9775,56,0,,1
sally,Catwoman,0.0593350383632,0.020789038507,31,f,2004,790,tt0327554,9775,56,264,Percy Jackson and the Olympians & Related Fandoms - All Media Types,0.00199004975124
tom lone,Catwoman,0.169514066496,0.0,41,m,2004,790,tt0327554,9775,56,0,,1
wesley,Catwoman,0.0118670076726,0.0185994909613,None,m,2004,790,tt0327554,9775,56,570,Glee,0.0
xavier,Catwoman,0.0208695652174,0.00252290390516,None,m,2004,790,tt0327554,9775,56,236,The Avengers (Marvel) - All Media Types,0.00218221494817
attractive woma,Cellular,0.0114096048128,0.0,None,f,2004,793,tt0337921,9641,44,0,,1
british asshole,Cellular,0.011617052173,0.0,None,m,2004,793,tt0337921,9641,44,0,,1
chad,Cellular,0.0246862358676,0.486652977413,27,m,2004,793,tt0337921,9641,44,237,High School Musical (Movies),0.00595238095238
chloe,Cellular,0.0270718805103,0.116,22,f,2004,793,tt0337921,9641,44,29,24 (TV),0.0
craig martin,Cellular,0.0448086298102,0.0,46,m,2004,793,tt0337921,9641,44,0,,1
deason,Cellular,0.0123431179338,0.0,None,m,2004,793,tt0337921,9641,44,0,,1
detective tomli,Cellular,0.0126542889742,0.0,None,m,2004,793,tt0337921,9641,44,0,,1
ellis,Cellular,0.0231303806659,0.5,None,m,2004,793,tt0337921,9641,44,4,Kurosagi Shitai Takuhaibin | Kurosagi Corpse Delivery Service,0.00190068899976
greek,Cellular,0.0320506171559,0.000672947510094,None,m,2004,793,tt0337921,9641,44,1,My Little Pony: Friendship is Magic,0.00265780730897
greer,Cellular,0.102478995955,0.352941176471,None,m,2004,793,tt0337921,9641,44,6,Ghost Ship (2002),0.0
jessica martin,Cellular,0.0791411679286,0.0,51,f,2004,793,tt0337921,9641,44,0,,1
marilyn mooney,Cellular,0.0963592988279,0.0,52,f,2004,793,tt0337921,9641,44,0,,1
ryan,Cellular,0.443833627217,0.523146100545,23,m,2004,793,tt0337921,9641,44,7097,Rooster Teeth/Achievement Hunter/Funhaus RPF,0.00262237762238
simon cowell,Cellular,0.0298724198735,0.00257249766137,None,m,2004,793,tt0337921,9641,44,22,5 Seconds of Summer (Band),0.00678733031674
tomlin,Cellular,0.0485426822944,0.0,None,m,2004,793,tt0337921,9641,44,0,,1
ben harris,Changeling,0.016217870257,0.0,None,m,2008,795,tt0824747,13072,43,0,,1
captain j.j. jo,Changeling,0.122093023256,0.0,40,m,2008,795,tt0824747,13072,43,0,,1
carol dexter,Changeling,0.0344247246022,0.0,40,f,2008,795,tt0824747,13072,43,0,,1
chairman thorpe,Changeling,0.0214963280294,0.0,43,m,2008,795,tt0824747,13072,43,0,,1
chief james e. ,Changeling,0.0507190942472,0.0,50,m,2008,795,tt0824747,13072,43,0,,1
christine colli,Changeling,0.263463892289,0.0,33,f,2008,795,tt0824747,13072,43,0,,1
